"","x"
"1","Abronia_latifolia"
"2","Abronia_pogonantha"
"3","Abronia_turbinata"
"4","Abronia_umbellata"
"5","Abronia_villosa"
"6","Aconogonon_davisiae"
"7","Carex_feta"
"8","Cerastium_glomeratum"
"9","Carex_davyi"
"10","Carex_filifolia"
"11","Agrostis_densiflora"
"12","Allium_dichlamydeum"
"13","Allium_parvum"
"14","Dodecatheon_alpinum"
"15","Amblyopappus_pusillus"
"16","Amaranthus_watsonii"
"17","Amblystegium_humile"
"18","Astragalus_subvestitus"
"19","Fissidens_ventricosus"
"20","Anulocaulis_annulatus"
"21","Apocynum_androsaemifolium"
"22","Apocynum_cannabinum"
"23","Aquilegia_formosa"
"24","Arctostaphylos_parryana"
"25","Araujia_sericifera"
"26","Arctostaphylos_glandulosa"
"27","Arctostaphylos_otayensis"
"28","Aristida_divaricata"
"29","Arnica_chamissonis"
"30","Arnica_cordifolia"
"31","Arnica_dealbata"
"32","Arnica_discoidea"
"33","Arnica_longifolia"
"34","Arnica_mollis"
"35","Arnica_parryi"
"36","Arnica_sororia"
"37","Hydrocotyle_verticillata"
"38","Astragalus_anxius"
"39","Astragalus_bernardinus"
"40","Astragalus_bicristatus"
"41","Astragalus_clarianus"
"42","Astragalus_crotalariae"
"43","Astragalus_miguelensis"
"44","Astragalus_minthorniae"
"45","Astragalus_mohavensis"
"46","Atriplex_canescens"
"47","Astragalus_monoensis"
"48","Astragalus_newberryi"
"49","Astragalus_preussii"
"50","Astragalus_whitneyi"
"51","Astragalus_pycnostachyus"
"52","Astragalus_shevockii"
"53","Pleiacanthus_spinosus"
"54","Barbarea_orthoceras"
"55","Salix_amygdaloides"
"56","Boechera_californica"
"57","Botrychium_multifidum"
"58","Bouteloua_aristidoides"
"59","Bouteloua_barbata"
"60","Bouteloua_curtipendula"
"61","Brodiaea_orcuttii"
"62","Bryoerythrophyllum_recurvirostre"
"63","Bryoerythrophyllum_recurvirostrum"
"64","Bryum_pendulum"
"65","Salix_commutata"
"66","Calystegia_sepium"
"67","Selaginella_watsonii"
"68","Carex_bolanderi"
"69","Carex_comosa"
"70","Carex_congdonii"
"71","Carex_serratodens"
"72","Carex_rossii"
"73","Carex_rostrata"
"74","Castilleja_arachnoidea"
"75","Castilleja_grisea"
"76","Castilleja_campestris"
"77","Castilleja_praeterita"
"78","Ceanothus_crassifolius"
"79","Centaurea_melitensis"
"80","Cercis_occidentalis"
"81","Cerastium_tomentosum"
"82","Cercocarpus_intricatus"
"83","Chenopodium_desiccatum"
"84","Chorizanthe_polygonoides"
"85","Circaea_alpina"
"86","Cirsium_drummondii"
"87","Claytonia_nevadensis"
"88","Clarkia_biloba"
"89","Clarkia_epilobioides"
"90","Clarkia_gracilis"
"91","Allophyllum_divaricatum"
"92","Allophyllum_gilioides"
"93","Allophyllum_integrifolium"
"94","Corydalis_aurea"
"95","Corydalis_caseana"
"96","Corylus_avellana"
"97","Corylus_cornuta"
"98","Crepis_acuminata"
"99","Crepis_bakeri"
"100","Crossidium_squamiferum"
"101","Cryptantha_confertiflora"
"102","Cryptantha_maritima"
"103","Cryptantha_mohavensis"
"104","Cryptantha_torreyana"
"105","Cuscuta_suksdorfii"
"106","Cynodon_dactylon"
"107","Cylindropuntia_bigelovii"
"108","Cynosurus_echinatus"
"109","Astragalus_filipes"
"110","Descurainia_sophia"
"111","Balsamorhiza_hookeri"
"112","Balsamorhiza_incana"
"113","Dicentra_pauciflora"
"114","Dicentra_uniflora"
"115","Dichelostemma_capitatum"
"116","Dichelostemma_congestum"
"117","Dichelostemma_volubile"
"118","Didymodon_revolutus"
"119","Didymodon_rigidulus"
"120","Didymodon_tophaceus"
"121","Dioscorea_tokoro"
"122","Distichium_capillaceum"
"123","Echinochloa_colona"
"124","Echinochloa_frumentacea"
"125","Elymus_albicans"
"126","Echinodorus_berteroi"
"127","Encelia_virginensis"
"128","Ephedra_nevadensis"
"129","Epilobium_canum"
"130","Epilobium_nivium"
"131","Epilobium_obcordatum"
"132","Epilobium_oregonense"
"133","Eremalche_rotundifolia"
"134","Eriogonum_compositum"
"135","Brachythecium_rivulare"
"136","Eriastrum_wilcoxii"
"137","Ericameria_linearifolia"
"138","Eriogonum_heermannii"
"139","Erigeron_pumilus"
"140","Eriogonum_caespitosum"
"141","Eriogonum_prattenianum"
"142","Erodium_moschatum"
"143","Erodium_texanum"
"144","Eriophyllum_lanatum"
"145","Eriophyllum_lanosum"
"146","Eschscholzia_minutiflora"
"147","Eschscholzia_parishii"
"148","Brassica_tournefortii"
"149","Eucrypta_chrysanthemifolia"
"150","Eurhynchium_stokesii"
"151","Festuca_californica"
"152","Fissidens_bryoides"
"153","Fissidens_crispus"
"154","Fouquieria_splendens"
"155","Fragaria_chiloensis"
"156","Fragaria_vesca"
"157","Fragaria_virginiana"
"158","Galium_bifolium"
"159","Galium_parisiense"
"160","Galium_divaricatum"
"161","Gilia_congesta"
